,Zone_Name,Crop_Year,Crop,Area,Production
100157,Ana Lemo,2000,Rice,791.0,1186.0
100168,Ana Lemo,2000,Rice,5176.0,6879.0
100169,Ana Lemo,2001,Rice,652.0,748.0
100172,Ana Lemo,2001,Rice,872.0,1483.0
100185,Ana Lemo,2001,Rice,4878.0,6082.0
100186,Ana Lemo,2002,Rice,399.0,581.0
100187,Ana Lemo,2002,Rice,784.0,1401.0
100212,Ana Lemo,2002,Rice,3902.0,5185.0
100213,Ana Lemo,2003,Rice,516.0,710.0
100214,Ana Lemo,2003,Rice,1058.0,1815.0
100236,Ana Lemo,2003,Rice,3611.0,5054.0
100237,Ana Lemo,2004,Rice,431.0,583.0
100239,Ana Lemo,2004,Rice,644.0,1300.0
100250,Ana Lemo,2004,Rice,3548.0,4844.0
100251,Ana Lemo,2005,Rice,353.0,431.0
100252,Ana Lemo,2005,Rice,684.0,1325.0
100263,Ana Lemo,2005,Rice,3666.0,4558.0
100264,Ana Lemo,2006,Rice,295.0,397.0
100265,Ana Lemo,2006,Rice,571.0,950.0
100276,Ana Lemo,2006,Rice,3429.0,4745.0
100277,Ana Lemo,2007,Rice,232.0,264.0
100278,Ana Lemo,2007,Rice,788.0,1601.0
100289,Ana Lemo,2007,Rice,2780.0,3232.0
100290,Ana Lemo,2008,Rice,216.0,289.0
100291,Ana Lemo,2008,Rice,678.0,1422.0
100302,Ana Lemo,2008,Rice,3144.0,3902.0
100303,Ana Lemo,2009,Rice,173.0,221.0
100304,Ana Lemo,2009,Rice,610.0,1231.0
100316,Ana Lemo,2009,Rice,2494.0,2850.0
100317,Ana Lemo,2010,Rice,144.09,182.38
100318,Ana Lemo,2010,Rice,509.52,1029.51
100328,Ana Lemo,2010,Rice,2349.43,2601.91
100329,Ana Lemo,2011,Rice,115.91,181.9
100330,Ana Lemo,2011,Rice,528.26,1207.71
100342,Ana Lemo,2011,Rice,2276.29,2883.95
100343,Ana Lemo,2012,Rice,143.0,204.0
100344,Ana Lemo,2012,Rice,631.0,1443.0
100364,Ana Lemo,2012,Rice,2737.0,3679.0
100366,Ana Lemo,2013,Rice,79.0,120.0
100367,Ana Lemo,2013,Rice,563.0,1437.0
100383,Ana Lemo,2013,Rice,1791.0,2293.0
100384,Ana Lemo,2014,Rice,62.0,62.0
100385,Ana Lemo,2014,Rice,551.0,1284.0
100400,Ana Lemo,2014,Rice,1708.0,2077.0
100406,Ana Lemo,1998,Rice,6289.0,13044.0
100408,Ana Lemo,1998,Rice,1882.0,4697.0
100420,Ana Lemo,1998,Rice,15647.0,24600.0
100421,Ana Lemo,1999,Rice,5844.0,10230.0
100423,Ana Lemo,1999,Rice,2211.0,6210.0
100435,Ana Lemo,1999,Rice,15440.0,25677.0
100436,Ana Lemo,2000,Rice,6952.0,13419.0
100439,Ana Lemo,2000,Rice,1878.0,4755.0
100451,Ana Lemo,2000,Rice,14318.0,25623.0
100452,Ana Lemo,2001,Rice,6908.0,13313.0
100456,Ana Lemo,2001,Rice,1723.0,5108.0
100469,Ana Lemo,2001,Rice,14023.0,25638.0
100470,Ana Lemo,2002,Rice,5781.0,11308.0
100473,Ana Lemo,2002,Rice,1637.0,5104.0
100500,Ana Lemo,2002,Rice,12260.0,22569.0
100501,Ana Lemo,2003,Rice,5032.0,10792.0
100504,Ana Lemo,2003,Rice,1686.0,5383.0
100527,Ana Lemo,2003,Rice,10953.0,20569.0
100528,Ana Lemo,2004,Rice,4697.0,9907.0
100531,Ana Lemo,2004,Rice,1590.0,5396.0
100543,Ana Lemo,2004,Rice,10462.0,21236.0
100544,Ana Lemo,2005,Rice,3605.0,7732.0
100546,Ana Lemo,2005,Rice,1506.0,4836.0
100558,Ana Lemo,2005,Rice,9774.0,18809.0
100559,Ana Lemo,2006,Rice,4782.0,10514.0
100562,Ana Lemo,2006,Rice,1595.0,5515.0
100573,Ana Lemo,2006,Rice,8732.0,17094.0
100574,Ana Lemo,2007,Rice,1583.0,2881.0
100577,Ana Lemo,2007,Rice,1528.0,5268.0
100588,Ana Lemo,2007,Rice,6385.0,13599.0
100589,Ana Lemo,2008,Rice,1744.0,3819.0
100592,Ana Lemo,2008,Rice,1521.0,4742.0
100603,Ana Lemo,2008,Rice,7748.0,14704.0
100604,Ana Lemo,2009,Rice,1187.0,2343.0
100606,Ana Lemo,2009,Rice,1295.0,4281.0
100617,Ana Lemo,2009,Rice,6356.0,13269.0
100618,Ana Lemo,2010,Rice,1088.27,2296.7
100620,Ana Lemo,2010,Rice,1770.44,5946.44
100630,Ana Lemo,2010,Rice,6090.74,12826.27
100631,Ana Lemo,2011,Rice,766.64,1588.67
100633,Ana Lemo,2011,Rice,1620.08,5845.58
100645,Ana Lemo,2011,Rice,5140.8,11142.31
100646,Ana Lemo,2012,Rice,493.0,1074.0
100647,Ana Lemo,2012,Rice,1458.0,5115.0
100669,Ana Lemo,2012,Rice,4723.0,9188.0
100671,Ana Lemo,2013,Rice,121.0,272.0
100672,Ana Lemo,2013,Rice,1798.0,6624.0
100690,Ana Lemo,2013,Rice,5630.0,12813.0
100691,Ana Lemo,2014,Rice,494.0,1020.0
100692,Ana Lemo,2014,Rice,1940.0,7577.0
100706,Ana Lemo,2014,Rice,5968.0,13682.0
100712,Ana Lemo,1998,Rice,45915.0,98955.0
100718,Ana Lemo,1998,Rice,5822.0,15619.0
100731,Ana Lemo,1998,Rice,55730.0,123214.0
100732,Ana Lemo,1999,Rice,51685.0,106137.0
100738,Ana Lemo,1999,Rice,7289.0,21482.0
100751,Ana Lemo,1999,Rice,50730.0,123292.0
100752,Ana Lemo,2000,Rice,58580.0,125079.0
100758,Ana Lemo,2000,Rice,7600.0,24496.0
100770,Ana Lemo,2000,Rice,52521.0,112598.0
100771,Ana Lemo,2001,Rice,57462.0,129463.0
100777,Ana Lemo,2001,Rice,7338.0,20493.0
100784,Ana Lemo,2001,Coffee,4650.0,3450.0
100792,Ana Lemo,2001,Rice,51104.0,119346.0
100793,Ana Lemo,2002,Rice,57583.0,117326.0
100799,Ana Lemo,2002,Rice,5124.0,14371.0
100810,Ana Lemo,2002,Coffee,4650.0,2150.0
100827,Ana Lemo,2002,Rice,53203.0,112229.0
100828,Ana Lemo,2003,Rice,52811.0,114479.0
100835,Ana Lemo,2003,Rice,3967.0,6551.0
100858,Ana Lemo,2003,Rice,48353.0,68413.0
100859,Ana Lemo,2004,Rice,54409.0,126966.0
100866,Ana Lemo,2004,Rice,420.0,749.0
100878,Ana Lemo,2004,Rice,56200.0,132403.0
100879,Ana Lemo,2005,Rice,49411.0,112132.0
100885,Ana Lemo,2005,Rice,318.0,774.0
100897,Ana Lemo,2005,Rice,64190.0,153728.0
100898,Ana Lemo,2006,Rice,44443.0,100669.0
100905,Ana Lemo,2006,Rice,6090.0,17605.0
100917,Ana Lemo,2006,Rice,58675.0,151829.0
100918,Ana Lemo,2007,Rice,47083.0,108300.0
100925,Ana Lemo,2007,Rice,6086.0,17088.0
100937,Ana Lemo,2007,Rice,46004.0,118856.0
100938,Ana Lemo,2008,Rice,45659.0,111561.0
100945,Ana Lemo,2008,Rice,8143.0,23537.0
100957,Ana Lemo,2008,Rice,42388.0,105045.0
100958,Ana Lemo,2009,Rice,45200.0,112866.0
100965,Ana Lemo,2009,Rice,6266.0,16827.0
100977,Ana Lemo,2009,Rice,49056.0,136538.0
100978,Ana Lemo,2010,Rice,38647.59,96029.74
100980,Ana Lemo,2010,Rice,5499.34,15300.23
100990,Ana Lemo,2010,Rice,43364.45,106825.43
100991,Ana Lemo,2011,Rice,37932.97,92522.58
100993,Ana Lemo,2011,Rice,3660.19,10687.72
101005,Ana Lemo,2011,Rice,42405.07,121202.43
101006,Ana Lemo,2012,Rice,37021.0,89411.0
101007,Ana Lemo,2012,Rice,2678.0,5286.0
101039,Ana Lemo,2012,Rice,39502.0,94532.0
101041,Ana Lemo,2013,Rice,35561.0,97030.0
101042,Ana Lemo,2013,Rice,4642.0,13159.0
101070,Ana Lemo,2013,Rice,42693.0,127876.0
101071,Ana Lemo,2014,Rice,37371.0,95178.0
101072,Ana Lemo,2014,Rice,2695.0,8925.0
101098,Ana Lemo,2014,Rice,42846.0,132295.0
101104,Ana Lemo,1998,Rice,1372.0,2499.0
101106,Ana Lemo,1998,Rice,2960.0,10424.0
101118,Ana Lemo,1998,Rice,3165.0,6544.0
101119,Ana Lemo,1999,Rice,1000.0,1967.0
101121,Ana Lemo,1999,Rice,3036.0,10667.0
101133,Ana Lemo,1999,Rice,2680.0,6005.0
101134,Ana Lemo,2000,Rice,1070.0,2214.0
101136,Ana Lemo,2000,Rice,2557.0,8975.0
101147,Ana Lemo,2000,Rice,2652.0,5970.0
101148,Ana Lemo,2001,Rice,801.0,1729.0
101150,Ana Lemo,2001,Rice,2299.0,6215.0
101162,Ana Lemo,2001,Rice,2118.0,4911.0
101163,Ana Lemo,2002,Rice,815.0,1639.0
101165,Ana Lemo,2002,Rice,2380.0,6992.0
101192,Ana Lemo,2002,Rice,2236.0,4890.0
101193,Ana Lemo,2003,Rice,683.0,1437.0
101195,Ana Lemo,2003,Rice,2009.0,5299.0
101217,Ana Lemo,2003,Rice,2570.0,5905.0
101218,Ana Lemo,2004,Rice,834.0,1852.0
101220,Ana Lemo,2004,Rice,1702.0,4699.0
101231,Ana Lemo,2004,Rice,1803.0,4233.0
101232,Ana Lemo,2005,Rice,772.0,1549.0
101234,Ana Lemo,2005,Rice,955.0,2460.0
101246,Ana Lemo,2005,Rice,1564.0,3509.0
101247,Ana Lemo,2006,Rice,230.0,550.0
101249,Ana Lemo,2006,Rice,952.0,3128.0
101261,Ana Lemo,2006,Rice,1434.0,3423.0
101262,Ana Lemo,2007,Rice,105.0,241.0
101264,Ana Lemo,2007,Rice,1329.0,3040.0
101276,Ana Lemo,2007,Rice,567.0,1350.0
101277,Ana Lemo,2008,Rice,130.0,303.0
101278,Ana Lemo,2008,Rice,1687.0,4941.0
101290,Ana Lemo,2008,Rice,864.0,2155.0
101291,Ana Lemo,2009,Rice,185.0,466.0
101292,Ana Lemo,2009,Rice,2208.0,5782.0
101304,Ana Lemo,2009,Rice,603.0,1490.0
101305,Ana Lemo,2010,Rice,112.56,245.28
101306,Ana Lemo,2010,Rice,2393.46,5289.7
101316,Ana Lemo,2010,Rice,479.99,1092.54
101317,Ana Lemo,2011,Rice,45.42,96.02
101318,Ana Lemo,2011,Rice,2282.25,7513.28
101330,Ana Lemo,2011,Rice,474.82,1380.16
101331,Ana Lemo,2012,Rice,34.0,92.0
101332,Ana Lemo,2012,Rice,1847.0,4965.0
101349,Ana Lemo,2012,Rice,399.0,984.0
101350,Ana Lemo,2013,Rice,8.0,18.0
101351,Ana Lemo,2013,Rice,1970.0,6304.0
101367,Ana Lemo,2013,Rice,489.0,1232.0
101368,Ana Lemo,2014,Rice,35.0,53.0
101369,Ana Lemo,2014,Rice,2084.0,6214.0
101383,Ana Lemo,2014,Rice,473.0,1306.0
101389,Ana Lemo,1998,Rice,4798.0,8892.0
101391,Ana Lemo,1998,Rice,16.0,5.0
101403,Ana Lemo,1998,Rice,4784.0,8792.0
101404,Ana Lemo,1999,Rice,3705.0,8206.0
101405,Ana Lemo,1999,Rice,50.0,85.0
101416,Ana Lemo,1999,Rice,4214.0,9259.0
101417,Ana Lemo,2000,Rice,3388.0,7216.0
101419,Ana Lemo,2000,Rice,9.0,8.0
101431,Ana Lemo,2000,Rice,3598.0,7245.0
101432,Ana Lemo,2001,Rice,3336.0,7335.0
101434,Ana Lemo,2001,Rice,8.0,6.0
101448,Ana Lemo,2001,Rice,3466.0,7345.0
101449,Ana Lemo,2002,Rice,3189.0,7246.0
101450,Ana Lemo,2002,Rice,3.0,3.0
101475,Ana Lemo,2002,Rice,3231.0,6870.0
101476,Ana Lemo,2003,Rice,2551.0,5666.0
101478,Ana Lemo,2003,Rice,18.0,26.0
101500,Ana Lemo,2003,Rice,2802.0,5586.0
101501,Ana Lemo,2004,Rice,2621.0,6423.0
101502,Ana Lemo,2004,Rice,2.0,3.0
101513,Ana Lemo,2004,Rice,2573.0,5930.0
101514,Ana Lemo,2005,Rice,2178.0,5232.0
101515,Ana Lemo,2005,Rice,14.0,24.0
101526,Ana Lemo,2005,Rice,2513.0,5778.0
101527,Ana Lemo,2006,Rice,1403.0,3602.0
101529,Ana Lemo,2006,Rice,73.0,187.0
101540,Ana Lemo,2006,Rice,2373.0,6288.0
101541,Ana Lemo,2007,Rice,1309.0,3243.0
101544,Ana Lemo,2007,Rice,77.0,184.0
101556,Ana Lemo,2007,Rice,1481.0,3755.0
101557,Ana Lemo,2008,Rice,1350.0,3360.0
101558,Ana Lemo,2008,Rice,116.0,306.0
101568,Ana Lemo,2008,Rice,1529.0,3608.0
101569,Ana Lemo,2009,Rice,1417.0,3942.0
101571,Ana Lemo,2009,Rice,163.0,340.0
101581,Ana Lemo,2009,Rice,1360.0,3282.0
101582,Ana Lemo,2010,Rice,1492.8,3593.07
101583,Ana Lemo,2010,Rice,267.49,559.54
101593,Ana Lemo,2010,Rice,1158.51,2770.17
101594,Ana Lemo,2011,Rice,1204.98,3137.87
101595,Ana Lemo,2011,Rice,112.24,268.31
101606,Ana Lemo,2011,Rice,1077.65,2732.52
101607,Ana Lemo,2012,Rice,596.0,1471.0
101608,Ana Lemo,2012,Rice,40.0,91.0
101627,Ana Lemo,2012,Rice,1180.0,2534.0
101628,Ana Lemo,2013,Rice,875.0,2468.0
101629,Ana Lemo,2013,Rice,133.0,360.0
101645,Ana Lemo,2013,Rice,993.0,2498.0
101646,Ana Lemo,2014,Rice,963.0,2588.0
101647,Ana Lemo,2014,Rice,66.0,174.0
101662,Ana Lemo,2014,Rice,1064.0,2799.0
101668,Ana Lemo,1998,Rice,10019.0,17623.0
101670,Ana Lemo,1998,Rice,6196.0,14233.0
101680,Ana Lemo,1998,Rice,23000.0,42334.0
101681,Ana Lemo,1999,Rice,11343.0,21488.0
101684,Ana Lemo,1999,Rice,7922.0,19589.0
101694,Ana Lemo,1999,Rice,23622.0,51132.0
101695,Ana Lemo,2000,Rice,10878.0,21416.0
101697,Ana Lemo,2000,Rice,6328.0,15668.0
101708,Ana Lemo,2000,Rice,22178.0,45021.0
101709,Ana Lemo,2001,Rice,9809.0,19830.0
101711,Ana Lemo,2001,Rice,6129.0,15861.0
101724,Ana Lemo,2001,Rice,21074.0,48590.0
101725,Ana Lemo,2002,Rice,9740.0,20021.0
101727,Ana Lemo,2002,Rice,7698.0,23084.0
101753,Ana Lemo,2002,Rice,19836.0,44167.0
101754,Ana Lemo,2003,Rice,8016.0,18023.0
101757,Ana Lemo,2003,Rice,6317.0,18894.0
101779,Ana Lemo,2003,Rice,19825.0,42925.0
101780,Ana Lemo,2004,Rice,9641.0,19964.0
101782,Ana Lemo,2004,Rice,8658.0,26886.0
101793,Ana Lemo,2004,Rice,18052.0,40613.0
101794,Ana Lemo,2005,Rice,7421.0,14563.0
101796,Ana Lemo,2005,Rice,5877.0,19489.0
101807,Ana Lemo,2005,Rice,17776.0,38899.0
101808,Ana Lemo,2006,Rice,5389.0,9847.0
101811,Ana Lemo,2006,Rice,5894.0,20401.0
101821,Ana Lemo,2006,Rice,16028.0,34788.0
101822,Ana Lemo,2007,Rice,4149.0,7378.0
101824,Ana Lemo,2007,Rice,8721.0,26374.0
101834,Ana Lemo,2007,Rice,11552.0,25629.0
101835,Ana Lemo,2008,Rice,4768.0,9439.0
101837,Ana Lemo,2008,Rice,8834.0,28887.0
101847,Ana Lemo,2008,Rice,14326.0,33583.0
101848,Ana Lemo,2009,Rice,3901.0,6922.0
101850,Ana Lemo,2009,Rice,8989.0,28329.0
101861,Ana Lemo,2009,Rice,12549.0,28603.0
101862,Ana Lemo,2010,Rice,3033.46,6012.32
101864,Ana Lemo,2010,Rice,6361.9,20223.94
101874,Ana Lemo,2010,Rice,10863.98,26843.21
101875,Ana Lemo,2011,Rice,2740.18,5819.23
101877,Ana Lemo,2011,Rice,7705.17,27973.72
101888,Ana Lemo,2011,Rice,10726.71,28522.89
101889,Ana Lemo,2012,Rice,2577.0,5615.0
101890,Ana Lemo,2012,Rice,7476.0,26342.0
101908,Ana Lemo,2012,Rice,13045.0,35612.0
101910,Ana Lemo,2013,Rice,1810.0,4153.0
101911,Ana Lemo,2013,Rice,7884.0,27853.0
101927,Ana Lemo,2013,Rice,12580.0,34647.0
101928,Ana Lemo,2014,Rice,2864.0,6282.0
101929,Ana Lemo,2014,Rice,8051.0,29830.0
101943,Ana Lemo,2014,Rice,13236.0,39904.0
101950,Ana Lemo,1998,Rice,3599.0,9023.0
101960,Ana Lemo,1998,Rice,12043.0,25666.0
101963,Ana Lemo,1999,Rice,2750.0,6978.0
101975,Ana Lemo,1999,Rice,14554.0,37783.0
101977,Ana Lemo,2000,Rice,3200.0,7505.0
101989,Ana Lemo,2000,Rice,11800.0,26297.0
101991,Ana Lemo,2001,Rice,2952.0,7351.0
101998,Ana Lemo,2001,Coffee,67510.0,54110.0
102006,Ana Lemo,2001,Rice,9903.0,24725.0
102009,Ana Lemo,2002,Rice,2498.0,6548.0
102020,Ana Lemo,2002,Coffee,66973.0,52697.0
102037,Ana Lemo,2002,Rice,10490.0,24778.0
102042,Ana Lemo,2003,Rice,2168.0,4872.0
102065,Ana Lemo,2003,Rice,10175.0,23549.0
102069,Ana Lemo,2004,Rice,2324.0,6278.0
102081,Ana Lemo,2004,Rice,9007.0,22928.0
102084,Ana Lemo,2005,Rice,2232.0,6353.0
102096,Ana Lemo,2005,Rice,9271.0,22032.0
102100,Ana Lemo,2006,Rice,2567.0,7607.0
102112,Ana Lemo,2006,Rice,9265.0,23115.0
102117,Ana Lemo,2007,Rice,2995.0,8606.0
102129,Ana Lemo,2007,Rice,9413.0,23473.0
102133,Ana Lemo,2008,Rice,2896.0,8154.0
102145,Ana Lemo,2008,Rice,9850.0,25707.0
102148,Ana Lemo,2009,Rice,2419.0,6819.0
102160,Ana Lemo,2009,Rice,10576.0,26338.0
102162,Ana Lemo,2010,Rice,1834.85,5266.37
102172,Ana Lemo,2010,Rice,9218.78,22644.74
102174,Ana Lemo,2011,Rice,1336.82,3551.95
102186,Ana Lemo,2011,Rice,7658.14,19974.22
102187,Ana Lemo,2012,Rice,1034.0,2765.0
102210,Ana Lemo,2012,Rice,9196.0,25287.0
102212,Ana Lemo,2013,Rice,1522.0,4062.0
102230,Ana Lemo,2013,Rice,9959.0,26693.0
102231,Ana Lemo,2014,Rice,1039.0,2844.0
102247,Ana Lemo,2014,Rice,8651.0,23324.0
102256,Duna,2013,Rice,2.0,1.0
102266,Duna,2013,Wheat,40434.0,91502.0
102271,Duna,2013,Onion,2015.0,25913.0
102284,Duna,2008,Rice,7665.0,3561.0
102292,Duna,2008,Wheat,14047.0,25303.0
102294,Duna,2008,Onion,84.0,832.0
102319,Duna,2009,Onion,92.0,974.0
102322,Duna,2009,Rice,7226.0,3008.0
102329,Duna,2009,Wheat,13700.0,24847.0
102340,Duna,2010,Rice,7122.0,5226.0
102350,Duna,2010,Wheat,15612.0,28584.0
102356,Duna,2010,Onion,109.0,1360.0
102373,Duna,2011,Rice,6823.0,5131.0
102383,Duna,2011,Wheat,14773.0,28261.0
102388,Duna,2011,Onion,126.0,1566.0
102404,Duna,2012,Rice,7082.0,3857.0
102413,Duna,2012,Wheat,17561.0,53421.0
102418,Duna,2012,Onion,185.0,2540.0
102435,Duna,2013,Rice,6947.0,4361.0
102444,Duna,2013,Wheat,21006.0,54048.0
102449,Duna,2013,Onion,194.0,1597.0
102465,Duna,2003,Rice,98997.0,63427.0
102476,Duna,2003,Wheat,14438.0,10222.0
102487,Duna,2003,Onion,76.0,689.0
102493,Duna,2003,Tomato,130.0,0.0
102501,Duna,2004,Rice,101146.0,48614.0
102511,Duna,2004,Wheat,13626.0,8967.0
102514,Duna,2004,Onion,56.0,703.0
102526,Duna,2005,Rice,101813.0,109440.0
102537,Duna,2005,Wheat,13841.0,9830.0
102538,Duna,2005,Onion,80.0,847.0
102552,Duna,2006,Rice,101189.0,99704.0
102564,Duna,2006,Wheat,13737.0,10118.0
102569,Duna,2006,Onion,84.0,539.0
102580,Duna,2007,Rice,101031.0,64536.0
102592,Duna,2007,Wheat,11964.0,8230.0
102596,Duna,2007,Onion,89.0,811.0
102609,Duna,2008,Rice,100199.0,104585.0
102620,Duna,2008,Wheat,12438.0,9059.0
102623,Duna,2008,Onion,97.0,876.0
102651,Duna,2009,Onion,97.0,860.0
102655,Duna,2009,Rice,97064.0,56420.0
102662,Duna,2009,Wheat,13072.0,8778.0
102671,Duna,2010,Rice,97568.0,63043.0
102684,Duna,2010,Wheat,10883.0,6963.0
102689,Duna,2010,Onion,106.0,1059.0
102705,Duna,2011,Rice,99732.0,102712.0
102718,Duna,2011,Wheat,11637.0,14752.0
102723,Duna,2011,Onion,113.0,1032.0
102738,Duna,2012,Rice,105693.0,118574.0
102752,Duna,2012,Wheat,13374.0,20455.0
102758,Duna,2012,Onion,157.0,1949.0
102772,Duna,2013,Rice,105066.0,190548.0
102784,Duna,2013,Wheat,13770.0,17542.0
102790,Duna,2013,Onion,167.0,1746.0
102803,Duna,2003,Rice,797.0,708.0
102813,Duna,2003,Wheat,115613.0,123781.0
102822,Duna,2003,Onion,49.0,554.0
102823,Duna,2003,Orange,1.0,0.0
102832,Duna,2003,Tomato,62.0,0.0
102838,Duna,2004,Rice,875.0,714.0
102849,Duna,2004,Wheat,115497.0,120388.0
102852,Duna,2004,Onion,75.0,1018.0
102863,Duna,2005,Rice,848.0,580.0
102874,Duna,2005,Wheat,110382.0,139832.0
102875,Duna,2005,Onion,104.0,1513.0
102887,Duna,2006,Rice,809.0,543.0
102897,Duna,2006,Wheat,112288.0,140309.0
102901,Duna,2006,Onion,108.0,1559.0
102911,Duna,2007,Rice,803.0,631.0
102921,Duna,2007,Wheat,104899.0,119871.0
102924,Duna,2007,Onion,107.0,1145.0
102935,Duna,2008,Rice,593.0,418.0
102945,Duna,2008,Wheat,105343.0,147956.0
102948,Duna,2008,Onion,55.0,716.0
102969,Duna,2009,Onion,81.0,1018.0
102973,Duna,2009,Rice,544.0,383.0
102978,Duna,2009,Wheat,109105.0,173044.0
102984,Duna,2010,Rice,609.0,494.0
102995,Duna,2010,Wheat,110298.0,193043.0
103000,Duna,2010,Onion,115.0,2386.0
103012,Duna,2011,Rice,874.0,806.0
103023,Duna,2011,Wheat,123302.0,291230.0
103028,Duna,2011,Onion,110.0,1988.0
103039,Duna,2012,Rice,1329.0,3883.0
103048,Duna,2012,Wheat,125817.0,325956.0
103053,Duna,2012,Onion,130.0,2333.0
103064,Duna,2013,Rice,1409.0,2336.0
103075,Duna,2013,Wheat,139588.0,350656.0
103080,Duna,2013,Onion,137.0,2638.0
103096,Duna,1997,Wheat,13100.0,6500.0
103102,Duna,1998,Rice,245200.0,230000.0
103109,Duna,1998,Wheat,15300.0,13200.0
103121,Duna,1999,Rice,249741.0,333339.0
103133,Duna,1999,Wheat,18548.0,18630.0
103137,Duna,1999,Onion,196.0,3343.0
103153,Duna,2000,Rice,246559.0,209385.0
103164,Duna,2000,Wheat,14004.0,9796.0
103168,Duna,2000,Onion,187.0,4071.0
103182,Duna,2001,Rice,249479.0,358158.0
103191,Duna,2001,Wheat,15963.0,14630.0
103196,Duna,2001,Onion,262.0,5710.0
103213,Duna,2002,Rice,247502.0,207801.0
103224,Duna,2002,Wheat,16629.0,17587.0
103235,Duna,2002,Onion,205.0,4291.0
103245,Duna,2002,Tomato,198.0,0.0
103257,Duna,2003,Rice,252065.0,370435.0
103271,Duna,2003,Wheat,16311.0,17415.0
103282,Duna,2003,Onion,219.0,4291.0
103283,Duna,2003,Orange,24.0,0.0
103292,Duna,2003,Tomato,173.0,0.0
103305,Duna,2004,Rice,224800.0,246491.0
103319,Duna,2004,Wheat,11336.0,7896.0
103322,Duna,2004,Onion,174.0,3969.0
103337,Duna,2005,Rice,248696.0,365281.0
103348,Duna,2005,Wheat,16582.0,15838.0
103349,Duna,2005,Onion,192.0,4352.0
103366,Duna,2006,Rice,248652.0,299342.0
103382,Duna,2006,Wheat,15045.0,11431.0
103387,Duna,2006,Onion,202.0,4607.0
103402,Duna,2007,Rice,249811.0,354236.0
103415,Duna,2007,Wheat,14672.0,13166.0
103419,Duna,2007,Onion,226.0,4460.0
103435,Duna,2008,Rice,249835.0,275043.0
103449,Duna,2008,Wheat,15147.0,12263.0
103453,Duna,2008,Onion,217.0,4346.0
103485,Duna,2009,Onion,217.0,4502.0
103490,Duna,2009,Rice,247791.0,338221.0
103499,Duna,2009,Wheat,14689.0,19492.0
103511,Duna,2010,Rice,247865.0,353009.0
103527,Duna,2010,Wheat,15102.0,22942.0
103534,Duna,2010,Onion,234.0,5622.0
103552,Duna,2011,Rice,255517.0,346073.0
103567,Duna,2011,Wheat,16951.0,20130.0
103573,Duna,2011,Onion,216.0,5941.0
103591,Duna,2012,Rice,260767.0,486464.0
103606,Duna,2012,Wheat,18316.0,23716.0
103612,Duna,2012,Onion,211.0,5762.0
103630,Duna,2013,Rice,258647.0,434079.0
103645,Duna,2013,Wheat,17520.0,22851.0
103651,Duna,2013,Onion,196.0,4924.0
103664,Duna,1998,Rice,3200.0,1400.0
103669,Duna,1998,Wheat,30100.0,63600.0
103680,Duna,1999,Rice,2994.0,1529.0
103690,Duna,1999,Wheat,23589.0,43875.0
103694,Duna,1999,Onion,609.0,3587.0
103709,Duna,2000,Rice,2739.0,874.0
103719,Duna,2000,Wheat,13293.0,23601.0
103723,Duna,2000,Onion,544.0,4332.0
103736,Duna,2001,Rice,2596.0,1092.0
103745,Duna,2001,Wheat,16907.0,32620.0
103750,Duna,2001,Onion,627.0,5275.0
103766,Duna,2002,Rice,2494.0,1239.0
103775,Duna,2002,Wheat,22163.0,43815.0
103786,Duna,2002,Onion,931.0,8183.0
103796,Duna,2002,Tomato,32.0,0.0
103809,Duna,2003,Rice,2504.0,1497.0
103820,Duna,2003,Wheat,26186.0,61217.0
103831,Duna,2003,Onion,1021.0,7450.0
103832,Duna,2003,Orange,9.0,0.0
103842,Duna,2003,Tomato,36.0,0.0
103854,Duna,2004,Rice,2297.0,1034.0
103864,Duna,2004,Wheat,27108.0,49974.0
103867,Duna,2004,Onion,943.0,8013.0
103881,Duna,2005,Rice,2230.0,757.0
103890,Duna,2005,Wheat,18130.0,21423.0
103891,Duna,2005,Onion,861.0,5682.0
103908,Duna,2006,Rice,2236.0,869.0
103921,Duna,2006,Wheat,32436.0,62945.0
103926,Duna,2006,Onion,977.0,7587.0
103941,Duna,2007,Rice,2121.0,862.0
103950,Duna,2007,Wheat,34398.0,51908.0
103954,Duna,2007,Onion,1177.0,8544.0
103971,Duna,2008,Rice,2328.0,807.0
103980,Duna,2008,Wheat,25305.0,62053.0
103984,Duna,2008,Onion,1057.0,6277.0
104014,Duna,2009,Onion,1198.0,9010.0
104017,Duna,2009,Rice,1926.0,759.0
104025,Duna,2009,Wheat,31879.0,49080.0
104035,Duna,2010,Rice,1476.0,1090.0
104044,Duna,2010,Wheat,38103.0,83053.0
104051,Duna,2010,Onion,1347.0,7961.0
104070,Duna,2011,Rice,1363.0,1168.0
104082,Duna,2011,Wheat,38149.0,136268.0
104088,Duna,2011,Onion,1323.0,11246.0
104106,Duna,2012,Rice,1158.0,1213.0
104115,Duna,2012,Wheat,34868.0,105232.0
104121,Duna,2012,Onion,1116.0,11706.0
104139,Duna,2013,Rice,1092.0,414.0
104147,Duna,2013,Wheat,47358.0,136202.0
104153,Duna,2013,Onion,1523.0,19076.0
104172,Duna,1997,Wheat,99500.0,84900.0
104178,Duna,1998,Rice,30500.0,23800.0
104186,Duna,1998,Wheat,93800.0,135200.0
104199,Duna,1999,Rice,34904.0,42447.0
