Zone_Name,Crop,Area,Production
Gomibora,Rice,20890,47040
Gomibora,Rice,24530,52880
Gomibora,Onion,80,170
Gomibora,Rice,23230,53230
Gomibora,Onion,90,190
Gomibora,Rice,23880,53790
Gomibora,Onion,110,230
Gomibora,Rice,23520,47970
Gomibora,Onion,80,170
Gomibora,Tomato,36,305
Gomibora,Rice,25970,62740
Gomibora,Onion,200,430
Gomibora,Orange,20,82
Gomibora,Tomato,37,296
Gomibora,Rice,24110,53870
Gomibora,Onion,10,20
Gomibora,Rice,29810,60140
Gomibora,Onion,1230,2610
Gomibora,Rice,25200,53690
Gomibora,Onion,290,620
Gomibora,Onion,430,910
Gomibora,Rice,23820,54310
Gomibora,Onion,670,1420
Gomibora,Rice,9,10
Gomibora,Rice,9360,11600
Gomibora,Rice,9540,13070
Gomibora,Rice,9190,10960
Gomibora,Rice,10640,13150
Gomibora,Rice,7450,9090
Gomibora,Tomato,22,183
Gomibora,Rice,10070,9530
Gomibora,Orange,520,2132
Gomibora,Tomato,25,200
Gomibora,Rice,8520,9110
Gomibora,Rice,9580,10550
Gomibora,Rice,9520,12560
Gomibora,Rice,8850,16860
Gomibora,Rice,28,79
Gomibora,Rice,17170,47080
Gomibora,Rice,11190,26540
Gomibora,Rice,21770,57780
Gomibora,Onion,20,40
Gomibora,Rice,23230,60480
Gomibora,Onion,90,190
Gomibora,Rice,24080,59590
Gomibora,Onion,350,740
Gomibora,Rice,17270,36370
Gomibora,Onion,50,110
Gomibora,Tomato,152,1216
Gomibora,Rice,22140,52880
Gomibora,Onion,630,1340
Gomibora,Tomato,160,1280
Gomibora,Rice,25750,60110
Gomibora,Onion,210,450
Gomibora,Rice,22640,50880
Gomibora,Onion,300,640
Gomibora,Rice,27150,63110
Gomibora,Onion,190,400
Gomibora,Onion,130,280
Gomibora,Rice,27330,61950
Gomibora,Onion,120,260
Gomibora,Rice,15,31
Gomibora,Rice,15950,31810
Gomibora,Rice,280,640
Gomibora,Rice,13840,30150
Gomibora,Rice,13530,32600
Gomibora,Rice,14500,32590
Gomibora,Rice,13270,24370
Gomibora,Onion,10,20
Gomibora,Tomato,11,100
Gomibora,Rice,13690,31610
Gomibora,Onion,20,40
Gomibora,Orange,76,312
Gomibora,Tomato,13,104
Gomibora,Rice,13580,29100
Gomibora,Rice,15370,35350
Gomibora,Rice,13400,31030
Gomibora,Rice,12090,28490
Gomibora,Onion,10,20
Hosaena,Rice,17301,22730
Hosaena,Wheat,72,83
Hosaena,Rice,17167,25215
Hosaena,Wheat,72,114
Hosaena,Rice,16970,24669
Hosaena,Rice,100,200
Hosaena,Rice,16982,30010
Hosaena,Rice,100,200
Hosaena,Wheat,66,76
Hosaena,Rice,17024,30210
Hosaena,Wheat,65,75
Hosaena,Rice,16907,30409
Hosaena,Wheat,61,70
Hosaena,Rice,16851,29340
Hosaena,Wheat,60,69
Hosaena,Rice,10765,13973
Hosaena,Wheat,63,69
Hosaena,Rice,80,169
Hosaena,Rice,6962,17997
Hosaena,Rice,10767,17562
Hosaena,Wheat,63,66
Hosaena,Rice,71,96
Hosaena,Rice,6964,17737
Hosaena,Rice,10760,16215
Hosaena,Rice,66,87
Hosaena,Wheat,54,59
Hosaena,Rice,6777,10789
Hosaena,Rice,10694,12191
Hosaena,Wheat,48,53
Hosaena,Rice,60,74
Hosaena,Rice,6783,9354
Hosaena,Rice,10670,15354
Hosaena,Wheat,50,55
Hosaena,Rice,83,160
Hosaena,Rice,6789,10828
Hosaena,Rice,10665,15127
Hosaena,Wheat,52,58
Hosaena,Rice,90,164
Hosaena,Rice,6803,10830
Hosaena,Rice,10675,15218
Hosaena,Rice,86,110
Hosaena,Wheat,44,49
Hosaena,Rice,6809,10840
Hosaena,Rice,10673,15161
Hosaena,Rice,90,126
Hosaena,Wheat,45,51
Hosaena,Rice,6825,10869
Hosaena,Rice,10807,23015
Hosaena,Rice,95,136
Hosaena,Wheat,47,54
Hosaena,Rice,6831,11733
Hosaena,Rice,5837,13713
Hosaena,Wheat,13,14
Hosaena,Rice,3154,5414
Hosaena,Rice,5845,14605
Hosaena,Wheat,15,17
Hosaena,Rice,3157,5821
Hosaena,Rice,16442,26991
Hosaena,Rice,16649,26236
Hosaena,Rice,16801,26372
Hosaena,Rice,52,59
Hosaena,Rice,16993,25682
Hosaena,Rice,52,60
Hosaena,Rice,16885,25621
Hosaena,Rice,16929,25756
Hosaena,Rice,16937,26718
Hosaena,Rice,83,141
Hosaena,Rice,30,35
Hosaena,Rice,16813,24350
Hosaena,Rice,98,166
Hosaena,Rice,1,3
Hosaena,Rice,12194,18669
Hosaena,Rice,98,167
Hosaena,Rice,1,3
Hosaena,Rice,12195,18622
Hosaena,Rice,97,169
Hosaena,Rice,12,30
Hosaena,Rice,12195,18621
Hosaena,Rice,101,168
Hosaena,Rice,40,87
Hosaena,Rice,12195,19838
Hosaena,Rice,102,173
Hosaena,Rice,45,92
Hosaena,Rice,12198,19883
Hosaena,Rice,101,159
Hosaena,Rice,50,99
Hosaena,Rice,12223,20839
Hosaena,Rice,106,166
Hosaena,Rice,47,95
Hosaena,Rice,12230,20856
Hosaena,Rice,103,232
Hosaena,Rice,48,103
Hosaena,Rice,12239,22458
Hosaena,Rice,77,185
Hosaena,Rice,7911,15624
Hosaena,Rice,27,66
Hosaena,Rice,4341,8937
Hosaena,Rice,5160,7690
Hosaena,Rice,5210,9673
Hosaena,Rice,5369,10233
Hosaena,Rice,10,10
Hosaena,Rice,5471,10343
Hosaena,Rice,13,14
Hosaena,Rice,5496,10392
Hosaena,Rice,5606,10303
Hosaena,Rice,5636,10375
Hosaena,Rice,239,499
Hosaena,Rice,26,32
Hosaena,Rice,5386,9804
Hosaena,Rice,238,493
Hosaena,Rice,27,33
Hosaena,Rice,5391,9809
Hosaena,Rice,238,493
Hosaena,Rice,27,31
Hosaena,Rice,5337,9867
Hosaena,Rice,239,496
Hosaena,Rice,27,31
Hosaena,Rice,5379,9870
Hosaena,Rice,242,501
Hosaena,Rice,172,293
Hosaena,Rice,5393,9882
Hosaena,Rice,273,554
Hosaena,Rice,122,232
Hosaena,Rice,5406,9907
Hosaena,Rice,275,573
Hosaena,Rice,111,205
Hosaena,Rice,5408,9961
Hosaena,Rice,277,577
Hosaena,Rice,117,216
Hosaena,Rice,5419,9926
Hosaena,Rice,279,790
Hosaena,Rice,122,233
Hosaena,Rice,5424,10698
Hosaena,Rice,280,842
Hosaena,Rice,5429,11500
Hosaena,Rice,281,896
Hosaena,Rice,5435,12335
Hosaena,Wheat,37,47
Hosaena,Rice,4993,12110
Hosaena,Wheat,40,51
Hosaena,Rice,3687,7766
Hosaena,Rice,11837,15914
Hosaena,Rice,11788,23652
Hosaena,Rice,11507,26686
Hosaena,Rice,190,367
Hosaena,Rice,11468,29393
Hosaena,Rice,194,385
Hosaena,Rice,11605,29590
Hosaena,Rice,11384,29130
Hosaena,Rice,11451,30130
Hosaena,Rice,197,371
Hosaena,Rice,146,288
Hosaena,Rice,10694,28884
Hosaena,Rice,193,360
Hosaena,Rice,144,277
Hosaena,Rice,9242,25600
Hosaena,Rice,195,378
Hosaena,Rice,136,264
Hosaena,Rice,9242,24926
Hosaena,Rice,176,321
Hosaena,Wheat,5,5
Hosaena,Rice,139,265
Hosaena,Rice,9240,24920
Hosaena,Rice,174,308
Hosaena,Wheat,4,4
Hosaena,Rice,187,393
Hosaena,Rice,9245,24984
Hosaena,Rice,166,308
Hosaena,Wheat,3,3
Hosaena,Rice,191,411
Hosaena,Rice,9248,24992
Hosaena,Rice,154,271
Hosaena,Rice,198,424
Hosaena,Wheat,1,1
Hosaena,Rice,9250,25055
Hosaena,Rice,148,255
Hosaena,Rice,128,188
Hosaena,Rice,9253,25095
Hosaena,Rice,156,388
Hosaena,Rice,132,204
Hosaena,Rice,9261,27016
Hosaena,Rice,157,440
Hosaena,Rice,9269,29001
Hosaena,Rice,158,494
Hosaena,Rice,9278,31115
Hosaena,Rice,9086,9231
Hosaena,Rice,9106,10182
Hosaena,Rice,8757,10149
Hosaena,Rice,273,482
Hosaena,Rice,8760,10123
Hosaena,Rice,264,467
Hosaena,Rice,9076,10648
Hosaena,Rice,9143,11558
Hosaena,Rice,9113,11371
Hosaena,Rice,4892,4779
Hosaena,Rice,241,433
Hosaena,Rice,3325,5089
Hosaena,Rice,4886,6186
Hosaena,Rice,236,419
Hosaena,Rice,3330,5252
Hosaena,Rice,4887,7726
Hosaena,Rice,235,262
Hosaena,Rice,3332,5078
Hosaena,Rice,4853,4994
Hosaena,Rice,253,332
Hosaena,Rice,3335,5052
Hosaena,Rice,4850,5020
Hosaena,Rice,250,357
Hosaena,Rice,3337,5342
Hosaena,Rice,4834,5032
Hosaena,Rice,261,362
Hosaena,Rice,3338,5381
Hosaena,Rice,4830,5635
Hosaena,Rice,267,369
Hosaena,Rice,3341,5473
Hosaena,Rice,4828,5808
Hosaena,Rice,264,292
Hosaena,Rice,3340,6319
Hosaena,Rice,4889,9076
Hosaena,Rice,267,294
Hosaena,Rice,3343,6802
Hosaena,Rice,4897,9797
Hosaena,Rice,3346,7303
Hosaena,Rice,4905,10543
Hosaena,Rice,3349,7832
Hosaena,Wheat,189,370
Hosaena,Rice,5414,12334
Hosaena,Wheat,197,396
Hosaena,Rice,7380,21175
Hosaena,Rice,62,138
Hosaena,Rice,1722,3105
Hosaena,Rice,35922,55206
Hosaena,Wheat,4215,6811
Hosaena,Rice,36062,41856
Hosaena,Wheat,4215,6884
Hosaena,Rice,34053,45253
Hosaena,Rice,3299,12725
Hosaena,Rice,34044,46916
Hosaena,Rice,3377,12007
Hosaena,Wheat,4149,6816
Hosaena,Rice,38611,68044
Hosaena,Wheat,2688,4737
Hosaena,Rice,38760,69324
Hosaena,Wheat,2653,4675
Hosaena,Rice,40746,78003
Hosaena,Wheat,802,1471
Hosaena,Rice,16417,17899
Hosaena,Wheat,798,1494
Hosaena,Rice,8701,36482
Hosaena,Rice,17554,21141
Hosaena,Rice,16422,18884
Hosaena,Wheat,605,1130
Hosaena,Rice,9312,39082
Hosaena,Rice,17554,32273
Hosaena,Rice,16426,19645
Hosaena,Rice,9339,39202
Hosaena,Wheat,600,1122
Hosaena,Rice,17205,31175
Hosaena,Rice,16469,19634
Hosaena,Wheat,567,1060
Hosaena,Rice,11005,47312
Hosaena,Rice,17581,31149
Hosaena,Rice,16455,20441
Hosaena,Wheat,360,678
Hosaena,Rice,11971,45214
Hosaena,Rice,18100,33666
Hosaena,Rice,16440,20484
Hosaena,Wheat,348,655
Hosaena,Rice,12021,45583
Hosaena,Rice,18153,33553
Hosaena,Rice,16478,20515
Hosaena,Rice,12033,46098
Hosaena,Wheat,347,653
Hosaena,Rice,18181,33689
Hosaena,Rice,16480,21313
Hosaena,Rice,12140,53176
Hosaena,Wheat,348,657
Hosaena,Rice,18685,40805
Hosaena,Rice,16681,32318
Hosaena,Rice,12552,55697
Hosaena,Wheat,356,685
Hosaena,Rice,18698,52042
Hosaena,Rice,11296,23688
Hosaena,Wheat,179,353
Hosaena,Rice,11340,32263
Hosaena,Rice,11313,25183
Hosaena,Wheat,185,373
Hosaena,Rice,11352,33035
Hosaena,Rice,78,198
Hosaena,Rice,7920,16941
Hosaena,Rice,9422,12339
Hosaena,Rice,9420,12928
Hosaena,Rice,9025,13525
Hosaena,Rice,5,3
Hosaena,Rice,8939,13440
Hosaena,Rice,3,2
Hosaena,Rice,9064,14466
Hosaena,Rice,9013,14457
Hosaena,Rice,8987,14766
Hosaena,Rice,74,104
Hosaena,Wheat,2,1
Hosaena,Rice,8925,11249
Hosaena,Rice,74,111
Hosaena,Wheat,2,2
Hosaena,Rice,8927,15265
Hosaena,Rice,75,112
Hosaena,Rice,50,91
Hosaena,Wheat,2,2
Hosaena,Rice,7664,15076
Hosaena,Rice,76,113
Hosaena,Wheat,2,2
Hosaena,Rice,50,88
Hosaena,Rice,7657,15061
Hosaena,Rice,78,116
Hosaena,Wheat,2,2
Hosaena,Rice,49,96
Hosaena,Rice,7664,10814
Hosaena,Rice,80,120
Hosaena,Wheat,2,2
Hosaena,Rice,47,99
Hosaena,Rice,7679,10842
Hosaena,Rice,83,121
Hosaena,Rice,52,108
Hosaena,Wheat,1,1
Hosaena,Rice,7680,11259
Hosaena,Rice,93,121
Hosaena,Rice,50,113
Hosaena,Wheat,2,2
Hosaena,Rice,7682,11254
Hosaena,Rice,85,181
Hosaena,Rice,51,119
Hosaena,Wheat,3,3
Hosaena,Rice,7688,12118
Hosaena,Rice,25,62
Hosaena,Wheat,4,5
Hosaena,Rice,5975,10184
Hosaena,Rice,26,64
Hosaena,Wheat,5,7
Hosaena,Rice,5980,10858
Lemo,Wheat,22,11
Lemo,Rice,30274,50241
Lemo,Rice,29487,46626
Lemo,Rice,1232,3712
Lemo,Wheat,52,44
Lemo,Rice,23941,49312
Lemo,Wheat,43,38
Lemo,Rice,24666,53997
Lemo,Rice,26378,53079
Lemo,Rice,26485,52774
Lemo,Rice,13951,27913
Lemo,Rice,9800,13416
Lemo,Rice,10124,15423
Lemo,Rice,8412,220
Lemo,Rice,537,726
Lemo,Rice,8457,1308
Lemo,Rice,80,96
Lemo,Rice,6604,5220
Lemo,Rice,5328,6823
Lemo,Rice,6002,9252
Lemo,Rice,5722,9403
Lemo,Rice,13,126
Lemo,Rice,5807,9182
Lemo,Rice,7596,8931
Lemo,Rice,9650,10931
Lemo,Rice,9927,11104
Lemo,Rice,9376,21861
Lemo,Rice,10799,23472
Lemo,Rice,10419,19660
Lemo,Rice,10304,5291
Lemo,Rice,13602,5361
Lemo,Rice,10,9
Lemo,Rice,9462,18955
Lemo,Rice,7973,17225
Lemo,Rice,17326,28675
Lemo,Rice,12668,17382
Lemo,Rice,4749,11798
Lemo,Wheat,3,4
Lemo,Rice,11102,17103
Lemo,Rice,12606,25905
Lemo,Rice,12630,27207
Lemo,Rice,12861,27074
Lemo,Rice,9488,19340
Lemo,Rice,8538,16764
Lemo,Rice,8492,18068
Lemo,Rice,6029,3378
Lemo,Rice,1561,2782
Lemo,Rice,7040,2800
Lemo,Rice,15,12
Lemo,Rice,6769,8136
Lemo,Rice,5375,9230
Lemo,Rice,5566,11610
Lemo,Rice,5638,11821
Lemo,Rice,3973,943
Lemo,Rice,7062,3023
Lemo,Rice,4016,3131
Lemo,Rice,4,12
Lemo,Rice,5257,5009
Lemo,Rice,14512,22405
Lemo,Rice,14495,21704
Lemo,Rice,26,62
Lemo,Rice,8863,12800
Lemo,Rice,6971,14840
Lemo,Rice,7222,14496
Lemo,Rice,7794,18253
Lemo,Rice,7848,13060
Lemo,Rice,8127,13231
Lemo,Rice,8366,15865
Lemo,Rice,8966,11724
Lemo,Rice,125,149
Lemo,Rice,5037,550
Lemo,Rice,30,45
Lemo,Rice,8506,8413
Lemo,Rice,127,268
Lemo,Rice,7942,10190
Lemo,Rice,119,238
Lemo,Rice,8506,15868
Lemo,Rice,6259,13689
Lemo,Wheat,3,4
Lemo,Rice,5320,11416
Lemo,Rice,4836,1912
Lemo,Rice,9,18
Lemo,Rice,3918,949
Lemo,Rice,13,25
Lemo,Rice,8496,9515
Lemo,Rice,7391,11168
Lemo,Rice,10027,16588
Lemo,Rice,4622,7795
Lemo,Rice,4401,7842
Lemo,Rice,4567,1325
Lemo,Rice,5780,475
Lemo,Rice,1913,721
Lemo,Rice,1932,1659
Lemo,Rice,3374,7683
Lemo,Rice,3700,7645
Lemo,Rice,3532,996
Lemo,Rice,3497,1035
Lemo,Rice,6093,14546
Lemo,Rice,5887,4589
Mirab Badawacho,Rice,25740,45660
Mirab Badawacho,Rice,1680,3330
Mirab Badawacho,Wheat,1100,2500
Mirab Badawacho,Rice,26300,47880
Mirab Badawacho,Rice,1250,1400
Mirab Badawacho,Wheat,1480,3810
Mirab Badawacho,Rice,24850,44290
Mirab Badawacho,Wheat,2030,4310
Mirab Badawacho,Rice,29230,59020
Mirab Badawacho,Rice,580,1330
Mirab Badawacho,Wheat,2100,3830
Mirab Badawacho,Rice,33310,62040
Mirab Badawacho,Rice,670,1350
Mirab Badawacho,Wheat,1280,2230
Mirab Badawacho,Rice,34100,62390
Mirab Badawacho,Rice,650,1250
Mirab Badawacho,Wheat,310,400
Mirab Badawacho,Rice,34360,54100
Mirab Badawacho,Rice,720,1150
Mirab Badawacho,Wheat,400,280
Mirab Badawacho,Rice,29550,66880
Mirab Badawacho,Rice,1030,1730
Mirab Badawacho,Wheat,150,270
Mirab Badawacho,Rice,40400,87300
Mirab Badawacho,Wheat,190,280
Mirab Badawacho,Rice,39290,61250
Mirab Badawacho,Wheat,260,350
Mirab Badawacho,Rice,43950,100470
Mirab Badawacho,Rice,980,2310
Mirab Badawacho,Wheat,370,630
Mirab Badawacho,Rice,43870,101270
Mirab Badawacho,Rice,1610,3830
Mirab Badawacho,Wheat,380,650
Mirab Badawacho,Rice,44000,105700
Mirab Badawacho,Rice,2190,5530
Mirab Badawacho,Wheat,410,740
Mirab Badawacho,Rice,44830,110800
Mirab Badawacho,Rice,2290,6000
Mirab Badawacho,Wheat,390,720
Mirab Badawacho,Rice,45300,115620
Mirab Badawacho,Rice,2380,6370
Mirab Badawacho,Wheat,410,760
Mirab Badawacho,Rice,8190,16150
Mirab Badawacho,Rice,8270,10430
Mirab Badawacho,Rice,9920,18650
Mirab Badawacho,Rice,9730,18110
Mirab Badawacho,Rice,9740,18890
Mirab Badawacho,Rice,10090,19880
Mirab Badawacho,Rice,10340,21130
Mirab Badawacho,Rice,27620,37250
Mirab Badawacho,Rice,150,180
Mirab Badawacho,Rice,27000,41000
Mirab Badawacho,Wheat,1000,3000
Mirab Badawacho,Rice,28800,46670
Mirab Badawacho,Rice,17870,28310
Mirab Badawacho,Wheat,220,700
Mirab Badawacho,Rice,18700,29550
Mirab Badawacho,Wheat,300,830
Mirab Badawacho,Rice,18050,27800
Mirab Badawacho,Wheat,550,1400
Mirab Badawacho,Rice,20250,33570
Mirab Badawacho,Wheat,550,370
Mirab Badawacho,Rice,21720,40580
Mirab Badawacho,Wheat,1240,2030
Mirab Badawacho,Rice,21950,40760
Mirab Badawacho,Wheat,120,210
Mirab Badawacho,Rice,23100,39860
Mirab Badawacho,Wheat,160,140
Mirab Badawacho,Rice,25220,45940
Mirab Badawacho,Wheat,160,250
Mirab Badawacho,Rice,16300,31930
Mirab Badawacho,Wheat,160,250
Mirab Badawacho,Rice,15740,23010
Mirab Badawacho,Wheat,230,260
Mirab Badawacho,Rice,17930,37440
Mirab Badawacho,Wheat,350,610
Mirab Badawacho,Rice,13570,29680
Mirab Badawacho,Wheat,350,610
Mirab Badawacho,Rice,13660,31320
Mirab Badawacho,Wheat,370,670
Mirab Badawacho,Rice,14370,34020
Mirab Badawacho,Wheat,340,620
Mirab Badawacho,Rice,14860,35980
Mirab Badawacho,Wheat,340,620
Mirab Badawacho,Rice,7760,14300
Mirab Badawacho,Rice,7530,9410
Mirab Badawacho,Rice,7420,13620
Mirab Badawacho,Rice,6310,11480
Mirab Badawacho,Rice,6360,12250
Mirab Badawacho,Rice,6780,13390
Mirab Badawacho,Rice,7270,14980
Mirab Badawacho,Rice,21320,26700
Mirab Badawacho,Rice,21000,29000
Mirab Badawacho,Rice,20200,29150
Mirab Badawacho,Rice,18050,26450
Mirab Badawacho,Wheat,560,1000
Mirab Badawacho,Rice,19020,26570
Mirab Badawacho,Wheat,660,1160
Mirab Badawacho,Rice,18560,25190
Mirab Badawacho,Wheat,800,1860
Mirab Badawacho,Wheat,840,1100
Mirab Badawacho,Rice,15410,24250
Mirab Badawacho,Wheat,1300,2030
Mirab Badawacho,Rice,15780,24420
Mirab Badawacho,Wheat,140,270
Mirab Badawacho,Rice,16890,26450
Mirab Badawacho,Wheat,160,130
Mirab Badawacho,Rice,19990,34750
Mirab Badawacho,Wheat,160,250
Mirab Badawacho,Rice,15930,30170
Mirab Badawacho,Wheat,180,260
Mirab Badawacho,Rice,15710,21450
Mirab Badawacho,Wheat,250,280
Mirab Badawacho,Rice,17670,35670
Mirab Badawacho,Wheat,370,640
Mirab Badawacho,Rice,14750,29830
Mirab Badawacho,Wheat,370,640
Mirab Badawacho,Rice,14780,31400
Mirab Badawacho,Wheat,390,710
Mirab Badawacho,Rice,15150,32880
Mirab Badawacho,Wheat,360,650
Mirab Badawacho,Rice,15520,34500
Mirab Badawacho,Wheat,360,650
Mirab Badawacho,Rice,17550,22740
Mirab Badawacho,Rice,17000,23000
Mirab Badawacho,Rice,17200,24630
Mirab Badawacho,Rice,14800,20770
Mirab Badawacho,Wheat,680,1200
Mirab Badawacho,Rice,15100,21000
Mirab Badawacho,Wheat,750,1320
Mirab Badawacho,Rice,14580,19860
Mirab Badawacho,Wheat,950,1900
Mirab Badawacho,Rice,14170,20190
Mirab Badawacho,Wheat,1940,3530
Mirab Badawacho,Rice,11630,17780
Mirab Badawacho,Wheat,250,270
Mirab Badawacho,Rice,11750,17860
Mirab Badawacho,Wheat,120,190
Mirab Badawacho,Rice,13480,20540
Mirab Badawacho,Wheat,160,140
Mirab Badawacho,Rice,15870,27240
Mirab Badawacho,Wheat,130,200
Mirab Badawacho,Rice,13770,24900
Mirab Badawacho,Wheat,200,300
Mirab Badawacho,Rice,13680,17880
Mirab Badawacho,Wheat,270,320
Mirab Badawacho,Rice,12530,23680
Mirab Badawacho,Rice,350,840
Mirab Badawacho,Wheat,410,670
Mirab Badawacho,Rice,19070,36190
Mirab Badawacho,Rice,850,2000
Mirab Badawacho,Wheat,420,690
Mirab Badawacho,Rice,19120,38490
Mirab Badawacho,Rice,1130,2840
Mirab Badawacho,Wheat,430,780
Mirab Badawacho,Rice,19510,39820
Mirab Badawacho,Rice,1210,3180
Mirab Badawacho,Wheat,410,750
Mirab Badawacho,Rice,19850,41130
Mirab Badawacho,Rice,1270,3400
Mirab Badawacho,Wheat,410,750
Mirab Badawacho,Rice,11100,24180
Mirab Badawacho,Wheat,120,180
Mirab Badawacho,Rice,11180,16540
Mirab Badawacho,Wheat,200,240
Mirab Badawacho,Rice,11250,24930
Mirab Badawacho,Wheat,320,570
Mirab Badawacho,Rice,14570,31310
Mirab Badawacho,Rice,70,160
Mirab Badawacho,Wheat,320,570
Mirab Badawacho,Rice,14660,32740
Mirab Badawacho,Rice,230,580
Mirab Badawacho,Wheat,330,590
Mirab Badawacho,Rice,15250,34970
Mirab Badawacho,Rice,310,820
Mirab Badawacho,Wheat,290,530
Mirab Badawacho,Rice,15760,37400
Mirab Badawacho,Rice,360,970
Mirab Badawacho,Wheat,310,560
Mirab Badawacho,Rice,24710,33350
Mirab Badawacho,Rice,24000,37000
Mirab Badawacho,Rice,24400,38350
Mirab Badawacho,Rice,21330,37640
Mirab Badawacho,Wheat,730,1200
Mirab Badawacho,Rice,21730,38400
Mirab Badawacho,Wheat,820,1310
Mirab Badawacho,Rice,21250,37550
Mirab Badawacho,Wheat,1020,1860
Mirab Badawacho,Rice,20980,34530
Mirab Badawacho,Wheat,960,2710
Mirab Badawacho,Rice,19700,36130
Mirab Badawacho,Wheat,1320,2080
Mirab Badawacho,Rice,19900,36370
Mirab Badawacho,Wheat,110,200
Mirab Badawacho,Rice,20990,34620
Mirab Badawacho,Wheat,150,130
Mirab Badawacho,Rice,17960,34660
Mirab Badawacho,Wheat,130,190
Mirab Badawacho,Rice,14000,31330
Mirab Badawacho,Wheat,120,190
Mirab Badawacho,Rice,12900,21280
Mirab Badawacho,Wheat,200,240
Mirab Badawacho,Rice,13880,33010
Mirab Badawacho,Wheat,330,590
Mirab Badawacho,Rice,13830,32550
Mirab Badawacho,Wheat,340,600
Mirab Badawacho,Rice,13930,34180
Mirab Badawacho,Wheat,350,630
Mirab Badawacho,Rice,14640,37090
Mirab Badawacho,Wheat,310,570
Mirab Badawacho,Rice,15190,39730
Mirab Badawacho,Wheat,310,570
Mirab Badawacho,Rice,15680,20000
Mirab Badawacho,Rice,16000,23000
Mirab Badawacho,Rice,18850,27470
Mirab Badawacho,Rice,17250,22650
Mirab Badawacho,Wheat,420,800
Mirab Badawacho,Rice,17610,22760
Mirab Badawacho,Wheat,530,990
Mirab Badawacho,Rice,16920,21300
Mirab Badawacho,Wheat,780,1650
Mirab Badawacho,Rice,24040,33270
Mirab Badawacho,Wheat,1550,3280
Mirab Badawacho,Rice,25000,39640
Mirab Badawacho,Wheat,260,300
Mirab Badawacho,Rice,25300,39850
Mirab Badawacho,Wheat,120,200
Mirab Badawacho,Rice,26150,41630
Mirab Badawacho,Wheat,150,130
Mirab Badawacho,Rice,25400,44900
Mirab Badawacho,Wheat,140,200
Mirab Badawacho,Rice,15900,28830
Mirab Badawacho,Wheat,150,220
Mirab Badawacho,Rice,15580,20170
Mirab Badawacho,Wheat,210,270
Mirab Badawacho,Rice,15040,29650
Mirab Badawacho,Wheat,330,560
Mirab Badawacho,Rice,14070,27390
Mirab Badawacho,Wheat,330,560
Mirab Badawacho,Rice,14140,29380
Mirab Badawacho,Wheat,340,610
Mirab Badawacho,Rice,14530,30840
Mirab Badawacho,Wheat,310,560
Mirab Badawacho,Rice,15810,34630
Mirab Badawacho,Wheat,320,580
Mirab Badawacho,Rice,23670,30460
Mirab Badawacho,Rice,50,70
Mirab Badawacho,Rice,23000,34000
Mirab Badawacho,Rice,23650,34950
Mirab Badawacho,Rice,19160,30520
Mirab Badawacho,Wheat,770,1600
Mirab Badawacho,Rice,20040,30630
Mirab Badawacho,Rice,250,600
Mirab Badawacho,Wheat,850,1750
Mirab Badawacho,Rice,19640,27280
Mirab Badawacho,Wheat,650,1070
Mirab Badawacho,Rice,19060,28060
Mirab Badawacho,Rice,420,670
Mirab Badawacho,Wheat,1200,3260
Mirab Badawacho,Rice,15450,23280
Mirab Badawacho,Rice,330,650
Mirab Badawacho,Wheat,1270,2060
Mirab Badawacho,Rice,15770,23430
Mirab Badawacho,Rice,250,550
Mirab Badawacho,Wheat,160,240
Mirab Badawacho,Rice,16810,25450
Mirab Badawacho,Rice,280,450
Mirab Badawacho,Wheat,170,160
Mirab Badawacho,Rice,18240,32250
Mirab Badawacho,Rice,470,770
Mirab Badawacho,Wheat,150,220
Mirab Badawacho,Rice,18380,35000
Mirab Badawacho,Wheat,130,200
Mirab Badawacho,Rice,17520,24110
Mirab Badawacho,Wheat,200,230
Mirab Badawacho,Rice,18070,36930
Mirab Badawacho,Wheat,330,580
Mirab Badawacho,Rice,17020,34840
Mirab Badawacho,Wheat,330,580
Mirab Badawacho,Rice,17070,36680
Mirab Badawacho,Wheat,340,610
Mirab Badawacho,Rice,17720,39090
Mirab Badawacho,Wheat,310,560
Mirab Badawacho,Rice,18180,41140
Mirab Badawacho,Wheat,320,580
Mirab Badawacho,Rice,14450,17500
Mirab Badawacho,Rice,13000,18000
Mirab Badawacho,Rice,14900,20780
Mirab Badawacho,Rice,15800,18000
Mirab Badawacho,Wheat,520,1000
Mirab Badawacho,Rice,16500,18210
Mirab Badawacho,Wheat,610,1180
Mirab Badawacho,Rice,16150,20130
Mirab Badawacho,Wheat,870,1770
Mirab Badawacho,Rice,9660,12350
Mirab Badawacho,Wheat,860,1420
Mirab Badawacho,Rice,10780,16050
Mirab Badawacho,Wheat,1280,2000
Mirab Badawacho,Rice,10950,16220
Mirab Badawacho,Wheat,120,210
Mirab Badawacho,Rice,11900,19270
Mirab Badawacho,Wheat,150,140
Mirab Badawacho,Rice,13770,22180
Mirab Badawacho,Wheat,130,220
Mirab Badawacho,Rice,11370,21000
Mirab Badawacho,Wheat,130,190
Mirab Badawacho,Rice,11170,14780
Mirab Badawacho,Wheat,190,220
Mirab Badawacho,Rice,12400,24160
Mirab Badawacho,Wheat,310,490
Mirab Badawacho,Rice,12260,23740
Mirab Badawacho,Wheat,310,490
Mirab Badawacho,Rice,12320,25200
